										Kaede_Unfed#15_Retrograde_evts_formatted.txt
ROI	Quadrant	Direction	Start time (s)	End time (s)	Peak time (s)	Duration (s)	Amplitude	Midpoint (s)	Half Duration(s)	AUC
6A	2	b	0.0	9.89172	5.275584	9.89172	-0.3879683226208197	4.616136	4.94586	-3.214398842500553	
6A	2	b	12.529512	53.415288	36.26964	40.88577599999999	-2.6153267111070955	32.9724	20.442887999999996	-105.08493573915645	
6A	2	b	54.074736	112.10616	87.706584	58.031424	-2.8138637072000128	83.090448	29.015712	-116.1638219113588	
6A	2	b	112.765608	169.478136	147.056904	56.712528000000006	-2.158739647516202	141.121872	28.356264000000003	-86.2706868109595	
6A	2	b	170.137584	199.153296	185.304888	29.015712000000008	-1.0675187457076074	184.64544	14.507856000000004	-21.41526453422846	
6A	2	b	199.812744	203.769432	201.791088	3.9566879999999855	-0.3344949085012683	201.791088	1.9783439999999928	-1.0114629774991162	
6A	2	b	204.42888	227.50956	211.02336	23.08068	-1.7876645871625554	215.639496	11.54034	-28.266241184652095	
6A	2	b	228.169008	248.611896	240.039072	20.44288800000001	-0.2893159028446366	238.060728	10.221444000000005	-5.508903432039322	
6A	2	b	249.271344	271.033128	261.141408	21.761783999999977	-1.703044755839997	259.822512	10.880891999999989	-24.592079920831885	
6A	2	b	271.692576	295.432704	275.649264	23.740128000000027	-2.945786536812369	283.56264	11.870064000000013	-61.39091962097914	
6A	2	b	296.092152	307.302768	302.027184	11.210616000000016	-0.5586158192835757	301.367736	5.605308000000008	-4.7174522010490705	
6A	2	b	311.259456	319.172832	313.2378	7.913376000000028	-0.48813532108729163	315.216144	3.956688000000014	-3.3611995966679915	
6A	2	b	319.83228	327.745656	321.151176	7.913375999999971	-0.23761316869115312	323.788968	3.9566879999999855	-1.332292421958929	
6A	2	b	328.405104	345.550752	335.659032	17.145647999999994	-1.6912418461113665	336.977928	8.572823999999997	-27.12975147792098	
6A	2	b	346.2102	365.334192	356.761368	19.123991999999987	-0.7230863621865851	355.442472	9.561995999999994	-9.229676366003936	
6A	2	b	367.312536	377.204256	369.29088	9.891719999999964	-0.6585482370149709	371.928672	4.945859999999982	-5.901575535074541	
6A	4	a	377.863704	380.501496	377.863704	2.6377919999999904	0.12705603640085172	379.1826	1.3188959999999952	0.30502378264270025	
6A	2	b	381.160944	395.009352	383.139288	13.848408000000006	-0.499368374943959	387.755424	6.924204000000003	-7.1235937304835	
6A	2	b	395.6688	422.706168	403.582176	27.037368000000015	-1.8100432622234868	408.85776	13.518684000000007	-36.61527114698876	
6A	2	b	423.365616	456.997464	450.402984	33.63184799999999	-0.7499959011784849	439.851816	16.815923999999995	-16.768859712248446	
6A	2	b	457.656912	476.780904	466.229736	19.123992000000044	-0.8134050475595451	466.889184	9.561996000000022	-15.959714712763251	
6A	2	b	477.440352	492.607656	486.013176	15.167304000000001	-1.090117367285659	484.69428	7.583652000000001	-13.912142776365716	
6A	2	b	493.267104	501.18048	497.223792	7.913375999999971	-0.41301603601582926	497.223792	3.9566879999999855	-2.7787259222383263	
6A	2	b	503.158824	505.796616	503.158824	2.6377919999999904	-0.1311818359213941	504.47772	1.3188959999999952	-0.1925707370455143	
