										AB_Fed#9_Anterograde_evts_formatted.txt
ROI	Quadrant	Direction	Start time (s)	End time (s)	Peak time (s)	Duration (s)	Amplitude	Midpoint (s)	Half Duration(s)	AUC
9A	4	a	26.072112	34.367784	26.66466	8.295672	0.10970917222653132	30.219948	4.147836	0.9068142802684387	
9A	4	a	34.960332	43.848552	37.923072	8.888219999999997	0.06813444600589502	39.108168	4.4441099999999985	0.5711828460947102	
9A	4	a	46.218744	47.996388	47.40384	1.7776440000000022	0.06542045039817301	46.811292	0.8888220000000011	0.07075990716025204	
9A	4	a	48.588936	52.736772	50.36658	4.147836000000005	0.06955714769096932	50.36658	2.0739180000000026	0.20909839387486873	
9A	4	a	53.32932	56.884608	53.921868	3.5552879999999973	0.07064538573648793	55.106964	1.7776439999999987	0.21220367231731285	
9A	4	a	57.477156	79.401432	65.772828	21.924276	0.23760548828145023	68.14302	10.962138	4.114605919433925	
9A	4	a	84.734364	94.80768	94.215132	10.073316000000005	0.09002024406496956	89.474748	5.036658000000003	0.9773528914496314	
9A	4	a	95.400228	111.991572	101.325708	16.591344000000007	0.07826599227573672	103.6959	8.295672000000003	1.2090065711640665	
9A	4	a	112.58412	117.324504	114.361764	4.740384000000006	0.06466870914525469	114.954312	2.370192000000003	0.2901181963541164	
9A	4	a	117.917052	127.990368	124.43508	10.073316000000005	0.30087461096300183	122.657436	5.036658000000003	2.736810097976891	
9A	4	a	128.582916	136.878588	133.915848	8.295671999999996	0.13886320883258207	132.730752	4.147835999999998	1.0320316406006873	
9A	4	a	137.471136	145.766808	140.433876	8.295671999999996	0.03915129883931545	141.618972	4.147835999999998	0.29242942653760573	
9A	4	a	150.507192	152.877384	150.507192	2.370192000000003	0.0586143940529853	151.692288	1.1850960000000015	0.10765892396246146	
9A	4	a	153.469932	157.617768	154.655028	4.147836000000012	0.058354775241007406	155.247576	2.073918000000006	0.2159044575554283	
9A	4	a	164.135796	174.209112	171.246372	10.073316000000005	0.10321808925475162	168.87618	5.036658000000003	0.9156286388661297	
9A	4	a	174.80166	177.171852	174.80166	2.370192000000003	0.032208780059645115	175.986756	1.1850960000000015	0.06067131011430549	
9A	4	a	178.949496	180.72714	178.949496	1.777643999999981	0.0231852498482521	179.542044	0.8888219999999905	0.01490884782534807	
9A	2	b	181.319688	186.060072	182.504784	4.7403839999999775	-0.03826536237360978	183.68988	2.3701919999999888	-0.14647345393480715	
9A	4	a	186.65262	188.430264	186.65262	1.777643999999981	0.04187452060926189	187.245168	0.8888219999999905	0.03981037765200557	
9A	4	a	189.022812	210.947088	207.984348	21.92427600000002	0.14170055326062547	199.688676	10.96213800000001	2.808226353584863	
9A	4	a	211.539636	235.241556	226.353336	23.70192	0.20725430366515862	223.390596	11.85096	5.229102702509399	
9A	4	a	235.834104	240.574488	237.0192	4.740384000000006	0.06707828919647962	238.204296	2.370192000000003	0.213764891621266	
9A	4	a	245.90742	274.942272	262.498764	29.034852	0.13300502371260814	260.128572	14.517426	3.482593364136152	
9A	4	a	275.53482	286.200684	281.4603	10.665864	0.597971785533689	280.867752	5.332932	7.185091114788156	
9A	4	a	286.793232	294.496356	289.755972	7.7031240000000025	0.18334106632368297	290.34852	3.8515620000000013	1.4146722469051167	
9A	4	a	295.088904	298.051644	295.681452	2.9627399999999966	0.08432524166725575	296.274	1.4813699999999983	0.1472759809383093	
9A	4	a	298.644192	301.014384	298.644192	2.3701920000000314	0.018321178308849273	299.829288	1.1850960000000157	0.020049108418334072	
9A	4	a	301.606932	318.198276	314.642988	16.59134400000005	0.17970053104668215	309.902604	8.295672000000025	2.6753948099577576	
9A	4	a	318.790824	320.568468	319.383372	1.7776440000000093	0.022126450908111828	319.383372	0.8888220000000047	0.02920367355650222	
9A	2	b	321.161016	322.93866	321.753564	1.7776440000000093	-0.016834806428629445	321.753564	0.8888220000000047	-0.02597720275726334	
9A	4	a	323.531208	338.937456	328.271592	15.406248000000005	0.6529354917293997	331.234332	7.7031240000000025	6.456414386648399	
9A	4	a	339.530004	344.270388	342.492744	4.740384000000006	0.14362076349158936	341.900196	2.370192000000003	0.7381634311358409	
9A	2	b	344.862936	347.825676	345.455484	2.9627399999999966	-0.04894247345264979	346.048032	1.4813699999999983	-0.08942251730392892	
9A	4	a	349.60332	351.380964	350.195868	1.7776440000000093	0.0421896072342145	350.195868	0.8888220000000047	0.05671148855364816	
9A	2	b	351.973512	354.343704	353.751156	2.3701919999999745	-0.03822362081484787	353.158608	1.1850959999999873	-0.07456529830062397	
9A	4	a	354.936252	359.084088	357.898992	4.147835999999984	0.08198287620031763	356.713896	2.073917999999992	0.1950012630023219	
10A	4	a	0.0	13.628604	3.555288	13.628604	0.12301773092686208	6.518028	6.814302	1.713368305838385	
10A	4	a	14.221152	26.072112	20.73918	11.85096	0.37928792308641324	20.146632	5.92548	3.451533634773491	
10A	4	a	26.66466	43.848552	38.51562	17.183891999999997	0.1725905711631226	34.960332	8.591945999999998	3.2324810516032816	
10A	4	a	44.4411	49.774032	47.40384	5.332932	0.10680650963736005	46.811292	2.666466	0.5132048228992239	
